"Word","a","b","c","d","GStat","Frequency"
"manipulation",4,804,260057,98102918,1.29477245060959,"higher"
"beverage",1,93,260060,98103629,1.28752325028601,"higher"
"fudge",1,93,260060,98103629,1.28752325028601,"higher"
"recompense",1,93,260060,98103629,1.28752325028601,"higher"
"stabilisation",1,93,260060,98103629,1.28752325028601,"higher"
"muck",2,299,260059,98103423,1.28264639989069,"higher"
"directorate",2,300,260059,98103422,1.27462989119786,"higher"
"fenwick",1,94,260060,98103628,1.27154096128029,"higher"
"laziness",1,94,260060,98103628,1.27154096128029,"higher"
"slur",1,94,260060,98103628,1.27154096128029,"higher"
"stenosis",1,94,260060,98103628,1.27154096128029,"higher"
"wince",1,94,260060,98103628,1.27154096128029,"higher"
"cleansing",2,301,260059,98103421,1.2666575765374,"higher"
"lag",2,301,260059,98103421,1.2666575765374,"higher"
"standpoint",2,301,260059,98103421,1.2666575765374,"higher"
"foreground",2,302,260059,98103420,1.25872907686869,"higher"
"labourer",2,302,260059,98103420,1.25872907686869,"higher"
"compost",3,547,260058,98103175,1.25786067016542,"higher"
"churn",1,95,260060,98103627,1.25578269271785,"higher"
"fluidity",1,95,260060,98103627,1.25578269271785,"higher"
"lunge",1,95,260060,98103627,1.25578269271785,"higher"
"mark-up",1,95,260060,98103627,1.25578269271785,"higher"
"scoreline",1,95,260060,98103627,1.25578269271785,"higher"
"takeaway",1,95,260060,98103627,1.25578269271785,"higher"
"tradesman",1,95,260060,98103627,1.25578269271785,"higher"
"terror",6,1379,260055,98102343,1.25328913349785,"higher"
"veto",3,549,260058,98103173,1.24661195792504,"higher"
"removal",8,1977,260053,98101745,1.24528330642502,"higher"
"chancery",1,96,260060,98103626,1.24024369097016,"higher"
"grapevine",1,96,260060,98103626,1.24024369097016,"higher"
"lapel",1,96,260060,98103626,1.24024369097016,"higher"
"meander",1,96,260060,98103626,1.24024369097016,"higher"
"salinity",1,96,260060,98103626,1.24024369097016,"higher"
"wearer",1,96,260060,98103626,1.24024369097016,"higher"
"world-view",1,96,260060,98103626,1.24024369097016,"higher"
"barge",2,305,260059,98103417,1.23520389722599,"higher"
"condensation",2,305,260059,98103417,1.23520389722599,"higher"
"salute",2,306,260059,98103416,1.22744801366166,"higher"
"clashing",1,97,260060,98103625,1.22491952118212,"higher"
"couture",1,97,260060,98103625,1.22491952118212,"higher"
"panacea",1,97,260060,98103625,1.22491952118212,"higher"
"prefix",1,97,260060,98103625,1.22491952118212,"higher"
"songwriter",1,97,260060,98103625,1.22491952118212,"higher"
"three-quarter",1,97,260060,98103625,1.22491952118212,"higher"
"void",4,820,260057,98102902,1.22223415172615,"higher"
"hurdle",2,307,260059,98103415,1.21973452820193,"higher"
"bow",6,1391,260055,98102331,1.21307827513519,"higher"
"disabling",1,98,260060,98103624,1.20980571249999,"higher"
"narration",1,98,260060,98103624,1.20980571249999,"higher"
"sifting",1,98,260060,98103624,1.20980571249999,"higher"
"transference",1,98,260060,98103624,1.20980571249999,"higher"
"correction",3,556,260058,98103166,1.2078614405249,"higher"
"commencement",2,309,260059,98103413,1.20443382763812,"higher"
"dissemination",2,309,260059,98103413,1.20443382763812,"higher"
"pictorial",2,310,260059,98103412,1.19684602669058,"higher"
"bush",4,826,260057,98102896,1.19582018806753,"higher"
"botanist",1,99,260060,98103623,1.19489810112662,"higher"
"facelift",1,99,260060,98103623,1.19489810112662,"higher"
"mitigation",1,99,260060,98103623,1.19489810112662,"higher"
"signifier",1,99,260060,98103623,1.19489810112662,"higher"
"solute",1,99,260060,98103623,1.19489810112662,"higher"
"solute",1,99,260060,98103623,1.19489810112662,"higher"
"standardization",1,99,260060,98103623,1.19489810112662,"higher"
"negotiation",5,1110,260056,98102612,1.18303384546312,"higher"
"consecration",1,100,260060,98103622,1.18019247681973,"higher"
"holster",1,100,260060,98103622,1.18019247681973,"higher"
"pathfinder",1,100,260060,98103622,1.18019247681973,"higher"
"renaissance",5,1111,260056,98102611,1.17934381375881,"higher"
"rumour",3,563,260058,98103159,1.17005698293346,"higher"
"draughtsman",1,101,260060,98103621,1.16568488234589,"higher"
"flattening",1,101,260060,98103621,1.16568488234589,"higher"
"spindle",1,101,260060,98103621,1.16568488234589,"higher"
"trigger",4,833,260057,98102889,1.16553443084614,"higher"
"contemplation",2,315,260059,98103407,1.15952220612997,"higher"
"text",23,6869,260038,98096853,1.15941738219154,"higher"
"snack",2,316,260059,98103406,1.152178626265,"higher"
"corduroy",1,102,260060,98103620,1.15137143440993,"higher"
"degas",1,102,260060,98103620,1.15137143440993,"higher"
"flaring",1,102,260060,98103620,1.15137143440993,"higher"
"whack",1,102,260060,98103620,1.15137143440993,"higher"
"whack",1,102,260060,98103620,1.15137143440993,"higher"
"staircase",4,837,260057,98102885,1.14848132951374,"higher"
"lining",4,838,260057,98102884,1.14424653499447,"higher"
"truss",1,103,260060,98103619,1.13724840673776,"higher"
"profession",11,2955,260050,98100767,1.13246984868831,"higher"
"crunch",2,319,260059,98103403,1.13038576937126,"higher"
"vacancy",2,319,260059,98103403,1.13038576937126,"higher"
"modus",1,104,260060,98103618,1.12331205082347,"higher"
"regress",1,104,260060,98103618,1.12331205082347,"higher"
"signification",1,104,260060,98103618,1.12331205082347,"higher"
"transferee",1,104,260060,98103618,1.12331205082347,"higher"
"verification",2,320,260059,98103402,1.12319996706439,"higher"
"raising",11,2962,260050,98100760,1.11757569448383,"higher"
"coastguard",1,105,260060,98103617,1.10955889727302,"higher"
"connotation",1,105,260060,98103617,1.10955889727302,"higher"
"latency",1,105,260060,98103617,1.10955889727302,"higher"
"pronouncement",1,105,260060,98103617,1.10955889727302,"higher"
"squealing",1,105,260060,98103617,1.10955889727302,"higher"
"shrinking",2,323,260059,98103399,1.10187443371227,"higher"
"censor",1,106,260060,98103616,1.09598540286002,"higher"
"confounding",1,106,260060,98103616,1.09598540286002,"higher"
"grandchild",1,106,260060,98103616,1.09598540286002,"higher"
"histology",1,106,260060,98103616,1.09598540286002,"higher"
"joiner",1,106,260060,98103616,1.09598540286002,"higher"
"rodent",1,106,260060,98103616,1.09598540286002,"higher"
"forum",7,1728,260054,98101994,1.09484420948997,"higher"
"cave",4,850,260057,98102872,1.09430569058985,"higher"
"satellite",6,1430,260055,98102292,1.08845686513876,"higher"
"relay",2,325,260059,98103397,1.08784830319957,"higher"
"drinker",1,107,260060,98103615,1.0825882957007,"higher"
"staccato",1,107,260060,98103615,1.0825882957007,"higher"
"vetting",1,107,260060,98103615,1.0825882957007,"higher"
"coffin",4,853,260057,98102869,1.08207022855773,"higher"
"balloon",3,580,260058,98103142,1.08204310297875,"higher"
"donor",3,581,260058,98103141,1.07702850482535,"higher"
"golfer",2,327,260059,98103395,1.07397272889327,"higher"
"circumstance",3,582,260058,98103140,1.0720315901248,"higher"
"kennel",1,108,260060,98103614,1.06936422295725,"higher"
"magnificence",1,108,260060,98103614,1.06936422295725,"higher"
"tramp",2,328,260059,98103394,1.06709087064909,"higher"
"terrain",3,584,260058,98103138,1.06209061272106,"higher"
"dominion",1,109,260060,98103613,1.05631005214968,"higher"
"hiroshima",1,109,260060,98103613,1.05631005214968,"higher"
"lawsuit",1,109,260060,98103613,1.05631005214968,"higher"
"seneschal",1,109,260060,98103613,1.05631005214968,"higher"
"shrinkage",1,109,260060,98103613,1.05631005214968,"higher"
"sire",1,109,260060,98103613,1.05631005214968,"higher"
"snob",1,109,260060,98103613,1.05631005214968,"higher"
"decoding",1,110,260060,98103612,1.04342273770625,"higher"
"hussain",1,110,260060,98103612,1.04342273770625,"higher"
"windmill",1,110,260060,98103612,1.04342273770625,"higher"
"grandeur",2,332,260059,98103390,1.03993063304807,"higher"
"peel",2,332,260059,98103390,1.03993063304807,"higher"
"necessity",7,1749,260054,98101973,1.03725896255366,"higher"
"youth",18,5286,260043,98098436,1.03722920178592,"higher"
"resonance",2,335,260059,98103387,1.01994000854627,"higher"
"capitalisation",1,112,260060,98103610,1.01813656125184,"higher"
"causeway",1,112,260060,98103610,1.01813656125184,"higher"
"collectivism",1,112,260060,98103610,1.01813656125184,"higher"
"dilatation",1,112,260060,98103610,1.01813656125184,"higher"
"mull",1,112,260060,98103610,1.01813656125184,"higher"
"verb",4,871,260057,98102851,1.01070198001619,"higher"
"tile",2,337,260059,98103385,1.00679045365935,"higher"
"reverie",1,113,260060,98103609,1.00573188274321,"higher"
"shoemaker",1,113,260060,98103609,1.00573188274321,"higher"
"sprout",1,113,260060,98103609,1.00573188274321,"higher"
"stereotyping",1,113,260060,98103609,1.00573188274321,"higher"
"tightness",1,113,260060,98103609,1.00573188274321,"higher"
"toolkit",1,113,260060,98103609,1.00573188274321,"higher"
"whitewash",1,113,260060,98103609,1.00573188274321,"higher"
"comprehension",3,596,260058,98103126,1.00389827585898,"higher"
"nickname",2,339,260059,98103383,0.993780910679982,"higher"
"hunch",1,114,260060,98103608,0.993482552959158,"higher"
"rewriting",1,114,260060,98103608,0.993482552959158,"higher"
"romanticism",1,114,260060,98103608,0.993482552959158,"higher"
"premier",3,599,260058,98103123,0.989732235297638,"higher"
"jersey",2,340,260059,98103382,0.987328145456237,"higher"
"booster",1,115,260060,98103607,0.98138574089776,"higher"
"conveyor",1,115,260060,98103607,0.98138574089776,"higher"
"screeching",1,115,260060,98103607,0.98138574089776,"higher"
"bud",2,342,260059,98103380,0.974525657766686,"higher"
"stratification",2,342,260059,98103380,0.974525657766686,"higher"
"deflection",1,116,260060,98103606,0.969438903229787,"higher"
"mimicry",1,116,260060,98103606,0.969438903229787,"higher"
"mobilisation",1,116,260060,98103606,0.969438903229787,"higher"
"namesake",1,116,260060,98103606,0.969438903229787,"higher"
"designation",2,343,260059,98103379,0.968175491734009,"higher"
"notification",2,344,260059,98103378,0.961859128354269,"higher"
"crouch",1,117,260060,98103605,0.957639389752339,"higher"
"governor-general",1,117,260060,98103605,0.957639389752339,"higher"
"microfilm",1,117,260060,98103605,0.957639389752339,"higher"
"peerage",1,117,260060,98103605,0.957639389752339,"higher"
"lead",43,13921,260018,98089801,0.953546592349287,"higher"
"recorder",4,888,260057,98102834,0.946424455018013,"higher"
"chateau",1,118,260060,98103604,0.945984746300457,"higher"
"merchant",7,1784,260054,98101938,0.945727701687806,"higher"
"musician",3,609,260058,98103113,0.943585213938049,"higher"
"circular",6,1480,260055,98102242,0.941628170635177,"higher"
"controller",4,891,260057,98102831,0.935387609334234,"higher"
"trout",3,611,260058,98103111,0.934550702021537,"higher"
"unification",3,611,260058,98103111,0.934550702021537,"higher"
"convener",1,119,260060,98103603,0.934472581509964,"higher"
"sin",5,1184,260056,98102538,0.930860096799276,"higher"
"diversification",2,349,260059,98103373,0.930777648594213,"higher"
"whistling",2,349,260059,98103373,0.930777648594213,"higher"
"predecessor",4,893,260057,98102829,0.928079867320298,"higher"
"punchcard",1,120,260060,98103602,0.923100434191048,"higher"
"waistband",1,120,260060,98103602,0.923100434191048,"higher"
"voltage",4,896,260057,98102826,0.917193169797264,"higher"
"crossover",1,121,260060,98103601,0.911866076398573,"higher"
"directness",1,121,260060,98103601,0.911866076398573,"higher"
"flirt",1,121,260060,98103601,0.911866076398573,"higher"
"predisposition",1,121,260060,98103601,0.911866076398573,"higher"
"predisposition",1,121,260060,98103601,0.911866076398573,"higher"
"progeny",1,121,260060,98103601,0.911866076398573,"higher"
"snake",3,617,260058,98103105,0.907829399157311,"higher"
"mentality",2,353,260059,98103369,0.906501328006911,"higher"
"backyard",1,122,260060,98103600,0.900767162794837,"higher"
"cosmos",1,122,260060,98103600,0.900767162794837,"higher"
"fort",2,354,260059,98103368,0.900512545778086,"higher"
"graveyard",2,355,260059,98103367,0.894555460206099,"higher"
"breaching",1,123,260060,98103599,0.88980153382301,"higher"
"chef",1,123,260060,98103599,0.88980153382301,"higher"
"comrade",1,123,260060,98103599,0.88980153382301,"higher"
"concourse",1,123,260060,98103599,0.88980153382301,"higher"
"creak",1,123,260060,98103599,0.88980153382301,"higher"
"flinch",1,123,260060,98103599,0.88980153382301,"higher"
"format",8,2120,260053,98101602,0.887233027148085,"higher"
"bonanza",1,124,260060,98103598,0.878967083172183,"higher"
"flailing",1,124,260060,98103598,0.878967083172183,"higher"
"knighthood",1,124,260060,98103598,0.878967083172183,"higher"
"lash",1,124,260060,98103598,0.878967083172183,"higher"
"lashing",1,124,260060,98103598,0.878967083172183,"higher"
"normalization",1,124,260060,98103598,0.878967083172183,"higher"
"schoolteacher",1,124,260060,98103598,0.878967083172183,"higher"
"slashing",1,124,260060,98103598,0.878967083172183,"higher"
"village",31,9841,260030,98093881,0.869643678089467,"higher"
"marshal",3,626,260058,98103096,0.868802766324841,"higher"
"cognition",1,125,260060,98103597,0.86826162560242,"higher"
"dawning",1,125,260060,98103597,0.86826162560242,"higher"
"co-ordination",3,627,260058,98103095,0.86454331895742,"higher"
"t-shirt",3,627,260058,98103095,0.86454331895742,"higher"
"neurosis",1,126,260060,98103596,0.857683199927271,"higher"
"sclerosis",1,126,260060,98103596,0.857683199927271,"higher"
"thesis",5,1209,260056,98102513,0.854712725042994,"higher"
"counterfeit",1,127,260060,98103595,0.847229675512778,"higher"
"pedagogy",1,127,260060,98103595,0.847229675512778,"higher"
"stoop",1,127,260060,98103595,0.847229675512778,"higher"
"pillow",3,633,260058,98103089,0.839303938355254,"higher"
"cadet",1,128,260060,98103594,0.836899273681645,"higher"
"dis",1,128,260060,98103594,0.836899273681645,"higher"
"slime",1,128,260060,98103594,0.836899273681645,"higher"
"sprouting",1,128,260060,98103594,0.836899273681645,"higher"
"rib",2,365,260059,98103357,0.83669200250634,"higher"
"counterclaim",1,129,260060,98103593,0.8266899561521,"higher"
"handout",1,129,260060,98103593,0.8266899561521,"higher"
"stabilization",1,129,260060,98103593,0.8266899561521,"higher"
"supposition",1,129,260060,98103593,0.8266899561521,"higher"
"tortoise",1,129,260060,98103593,0.8266899561521,"higher"
"hollow",4,923,260057,98102799,0.82316056330201,"higher"
"comb",2,368,260059,98103354,0.819922814115639,"higher"
"burgh",1,130,260060,98103592,0.816599902932329,"higher"
"dispensation",1,130,260060,98103592,0.816599902932329,"higher"
"sentimentality",1,130,260060,98103592,0.816599902932329,"higher"
"specialty",1,130,260060,98103592,0.816599902932329,"higher"
"disclosure",4,925,260057,98102797,0.816471352925151,"higher"
"thief",3,639,260058,98103083,0.814601116154575,"higher"
"clan",2,369,260059,98103353,0.814392053220042,"higher"
"cavern",1,131,260060,98103591,0.806627336709051,"higher"
"restlessness",1,131,260060,98103591,0.806627336709051,"higher"
"spinster",1,131,260060,98103591,0.806627336709051,"higher"
"yoke",1,131,260060,98103591,0.806627336709051,"higher"
"foreman",2,371,260059,98103351,0.803418030759826,"higher"
"tenor",2,371,260059,98103351,0.803418030759826,"higher"
"countess",2,372,260059,98103350,0.797974499422954,"higher"
"flickering",2,372,260059,98103350,0.797974499422954,"higher"
"scapegoat",1,132,260060,98103590,0.796770390796137,"higher"
"solidity",1,132,260060,98103590,0.796770390796137,"higher"
"straightening",1,132,260060,98103590,0.796770390796137,"higher"
"deal",50,16579,260011,98087143,0.795277177647549,"higher"
"summit",8,2166,260053,98101556,0.787971544712018,"higher"
"bonnet",2,374,260059,98103348,0.787173448401163,"higher"
"break-in",1,133,260060,98103589,0.787027413088437,"higher"
"snuff",1,133,260060,98103589,0.787027413088437,"higher"
"brother-in-law",2,375,260059,98103347,0.781815666424077,"higher"
"trophy",3,648,260058,98103074,0.778531118262887,"higher"
"blight",1,134,260060,98103588,0.777396615982493,"higher"
"fingerboard",1,134,260060,98103588,0.777396615982493,"higher"
"mistaking",1,134,260060,98103588,0.777396615982493,"higher"
"waltz",1,134,260060,98103588,0.777396615982493,"higher"
"waltz",1,134,260060,98103588,0.777396615982493,"higher"
"flora",4,937,260057,98102785,0.777112414455327,"higher"
"right",252,89881,259809,98013841,0.77577215143236,"higher"
"bullet",3,649,260058,98103073,0.774595047326547,"higher"
"seed",6,1544,260055,98102178,0.773482263429025,"higher"
"feather",2,377,260059,98103345,0.771184877522207,"higher"
"referral",3,650,260058,98103072,0.770673156012621,"higher"
"capacitance",1,135,260060,98103587,0.767876380305967,"higher"
"hatching",1,135,260060,98103587,0.767876380305967,"higher"
"scribe",1,135,260060,98103587,0.767876380305967,"higher"
"derision",1,136,260060,98103586,0.758465123851869,"higher"
"harshness",1,136,260060,98103586,0.758465123851869,"higher"
"hybridization",1,136,260060,98103586,0.758465123851869,"higher"
"jp",1,136,260060,98103586,0.758465123851869,"higher"
"grill",2,381,260059,98103341,0.750257982784821,"higher"
"madman",1,137,260060,98103585,0.749161169145877,"higher"
"withering",1,137,260060,98103585,0.749161169145877,"higher"
"voucher",2,382,260059,98103340,0.745095150674854,"higher"
"clearing",6,1557,260055,98102165,0.741894289404054,"higher"
"footprint",1,138,260060,98103584,0.739963003814489,"higher"
"hedging",1,138,260060,98103584,0.739963003814489,"higher"
"stipulation",1,138,260060,98103584,0.739963003814489,"higher"
"tenacity",1,138,260060,98103584,0.739963003814489,"higher"
"wriggle",1,138,260060,98103584,0.739963003814489,"higher"
"rainfall",2,383,260059,98103339,0.739959587530207,"higher"
"warrior",2,383,260059,98103339,0.739959587530207,"higher"
"purity",3,658,260058,98103064,0.739803314152668,"higher"
"monologue",1,139,260060,98103583,0.73086914940935,"higher"
"patterns",1,139,260060,98103583,0.73086914940935,"higher"
"preventative",1,139,260060,98103583,0.73086914940935,"higher"
"self-consciousness",1,139,260060,98103583,0.73086914940935,"higher"
"slowdown",1,139,260060,98103583,0.73086914940935,"higher"
"smoothness",1,139,260060,98103583,0.73086914940935,"higher"
"snub",1,139,260060,98103583,0.73086914940935,"higher"
"wholesalers",1,139,260060,98103583,0.73086914940935,"higher"
"carp",2,386,260059,98103336,0.724715143008271,"higher"
"nail",3,662,260058,98103060,0.724700792276518,"higher"
"gymnasium",1,140,260060,98103582,0.72187798560394,"higher"
"lodger",1,140,260060,98103582,0.72187798560394,"higher"
"ratification",2,387,260059,98103335,0.719687248520101,"higher"
"scorer",2,387,260059,98103335,0.719687248520101,"higher"
"hallway",2,388,260059,98103334,0.714685924713554,"higher"
"dowry",1,141,260060,98103581,0.712988228732578,"higher"
"dynamism",1,141,260060,98103581,0.712988228732578,"higher"
"firmness",1,141,260060,98103581,0.712988228732578,"higher"
"skinhead",1,141,260060,98103581,0.712988228732578,"higher"
"castle",8,2204,260053,98101518,0.711410325568009,"higher"
"bookcase",1,142,260060,98103580,0.704198321079444,"higher"
"dependant",1,142,260060,98103580,0.704198321079444,"higher"
"dove",1,142,260060,98103580,0.704198321079444,"higher"
"penance",1,142,260060,98103580,0.704198321079444,"higher"
"solace",1,142,260060,98103580,0.704198321079444,"higher"
"tenement",1,142,260060,98103580,0.704198321079444,"higher"
"trade-off",1,142,260060,98103580,0.704198321079444,"higher"
"jew",2,391,260059,98103331,0.699840062344873,"higher"
"beauty",12,3520,260049,98100202,0.697504765142572,"higher"
"catfish",1,143,260060,98103579,0.695506909077205,"higher"
"crucifix",1,143,260060,98103579,0.695506909077205,"higher"
"felling",1,143,260060,98103579,0.695506909077205,"higher"
"pawn",1,143,260060,98103579,0.695506909077205,"higher"
"subunit",1,143,260060,98103579,0.695506909077205,"higher"
"tapering",1,143,260060,98103579,0.695506909077205,"higher"
"centimetre",1,144,260060,98103578,0.686912668324426,"higher"
"firework",1,144,260060,98103578,0.686912668324426,"higher"
"lagoon",1,144,260060,98103578,0.686912668324426,"higher"
"dilemma",4,968,260057,98102754,0.681403293159033,"higher"
"spoon",3,674,260058,98103048,0.680691383232686,"higher"
"benefactor",1,145,260060,98103577,0.678414171793284,"higher"
"fabian",1,145,260060,98103577,0.678414171793284,"higher"
"geologist",1,145,260060,98103577,0.678414171793284,"higher"
"mutter",1,145,260060,98103577,0.678414171793284,"higher"
"severance",1,145,260060,98103577,0.678414171793284,"higher"
"sibling",1,145,260060,98103577,0.678414171793284,"higher"
"bladder",4,970,260057,98102752,0.675514861564551,"higher"
"thrust",7,1903,260054,98101819,0.673480276041319,"higher"
"trend",9,2549,260052,98101173,0.671613361832105,"higher"
"baronet",1,146,260060,98103576,0.670010151031929,"higher"
"malaise",1,146,260060,98103576,0.670010151031929,"higher"
"nap",1,146,260060,98103576,0.670010151031929,"higher"
"passport",3,677,260058,98103045,0.669987571180533,"higher"
"brother",24,7623,260037,98096099,0.669120441698042,"higher"
"relocation",2,398,260059,98103324,0.666104659312249,"higher"
"bodice",1,147,260060,98103575,0.661699364137962,"higher"
"mw",1,147,260060,98103575,0.661699364137962,"higher"
"pebble",1,147,260060,98103575,0.661699364137962,"higher"
"twinkling",1,147,260060,98103575,0.661699364137962,"higher"
"crossroads",2,399,260059,98103323,0.661386834361912,"higher"
"gamble",2,400,260059,98103322,0.656694009699926,"higher"
"turbulence",2,400,260059,98103322,0.656694009699926,"higher"
"babe",1,148,260060,98103574,0.653480464565027,"higher"
"residence",6,1596,260055,98102126,0.652076055283013,"higher"
"backing",7,1915,260054,98101807,0.649173148701907,"higher"
"warden",3,683,260058,98103039,0.648930822961355,"higher"
"buyout",1,149,260060,98103573,0.645352261939579,"higher"
"columnist",1,149,260060,98103573,0.645352261939579,"higher"
"heterogeneity",1,149,260060,98103573,0.645352261939579,"higher"
"marina",1,149,260060,98103573,0.645352261939579,"higher"
"policewoman",1,149,260060,98103573,0.645352261939579,"higher"
"shoreline",1,149,260060,98103573,0.645352261939579,"higher"
"footing",2,403,260059,98103319,0.642764297416967,"higher"
"destroyer",1,150,260060,98103572,0.6373135905108,"higher"
"shading",1,150,260060,98103572,0.6373135905108,"higher"
"cooling",3,687,260058,98103035,0.635149572871203,"higher"
"niche",2,405,260059,98103317,0.633600609520609,"higher"
"priority",11,3231,260050,98100491,0.63284549569111,"higher"
"brine",1,151,260060,98103571,0.629363177912497,"higher"
"cleft",1,151,260060,98103571,0.629363177912497,"higher"
"delusion",1,151,260060,98103571,0.629363177912497,"higher"
"hump",1,151,260060,98103571,0.629363177912497,"higher"
"mcenroe",1,151,260060,98103571,0.629363177912497,"higher"
"mutiny",1,151,260060,98103571,0.629363177912497,"higher"
"run-off",1,151,260060,98103571,0.629363177912497,"higher"
"spreading",5,1293,260056,98102429,0.629092647288807,"higher"
"brothel",1,152,260060,98103570,0.621499905642258,"higher"
"harmonisation",1,152,260060,98103570,0.621499905642258,"higher"
"horseman",1,152,260060,98103570,0.621499905642258,"higher"
"mania",1,152,260060,98103570,0.621499905642258,"higher"
"rebound",1,152,260060,98103570,0.621499905642258,"higher"
"setup",1,152,260060,98103570,0.621499905642258,"higher"
"whine",1,152,260060,98103570,0.621499905642258,"higher"
"rupture",1,153,260060,98103569,0.613722634760151,"higher"
"discontinuity",1,154,260060,98103568,0.606030248286643,"higher"
"dispersion",1,154,260060,98103568,0.606030248286643,"higher"
"twig",1,154,260060,98103568,0.606030248286643,"higher"
"heart",38,12600,260023,98091122,0.604414129849708,"higher"
"shifting",4,996,260057,98102726,0.601997340269067,"higher"
"chill",3,697,260058,98103025,0.601577466779618,"higher"
"weariness",1,155,260060,98103567,0.598421694427162,"higher"
"receipt",5,1306,260056,98102416,0.598076539390521,"higher"
"chisel",1,156,260060,98103566,0.59089581186674,"higher"
"lessor",1,156,260060,98103566,0.59089581186674,"higher"
"miller",1,156,260060,98103566,0.59089581186674,"higher"
"binder",1,157,260060,98103565,0.583451590460152,"higher"
"lobe",1,157,260060,98103565,0.583451590460152,"higher"
"lobe",1,157,260060,98103565,0.583451590460152,"higher"
"batsman",2,418,260059,98103304,0.576360709774335,"higher"
"lily",1,158,260060,98103564,0.576088040127676,"higher"
"lily",1,158,260060,98103564,0.576088040127676,"higher"
"searing",1,158,260060,98103564,0.576088040127676,"higher"
"placing",6,1633,260055,98102089,0.573470212349308,"higher"
"highway",3,707,260058,98103015,0.569235219608148,"higher"
"breakaway",1,159,260060,98103563,0.56880405942065,"higher"
"guidebook",1,159,260060,98103563,0.56880405942065,"higher"
"socrates",1,159,260060,98103563,0.56880405942065,"higher"
"valuing",1,159,260060,98103563,0.56880405942065,"higher"
"scandal",5,1319,260056,98102403,0.568047517767176,"higher"
"telescope",2,420,260059,98103302,0.567902415208404,"higher"
"printer",6,1637,260055,98102085,0.56534497787167,"higher"
"thrash",1,160,260060,98103562,0.561598696722583,"higher"
"tan",2,422,260059,98103300,0.559534482663461,"higher"
"homology",1,161,260060,98103561,0.554470975510331,"higher"
"renewing",1,161,260060,98103561,0.554470975510331,"higher"
"cathedral",8,2292,260053,98101430,0.552041636381203,"higher"
"hold",37,12325,260024,98091397,0.548098177095769,"higher"
"bailiff",1,162,260060,98103560,0.547419980740267,"higher"
"seaman",1,162,260060,98103560,0.547419980740267,"higher"
"viewer",2,425,260059,98103297,0.547149923818537,"higher"
"life-cycle",1,163,260060,98103559,0.54044468431143,"higher"
"murmuring",1,163,260060,98103559,0.54044468431143,"higher"
"pe",1,163,260060,98103559,0.54044468431143,"higher"
"liberty",4,1020,260057,98102702,0.538962273155767,"higher"
"shepherd",2,428,260059,98103294,0.534963745791459,"higher"
"cockney",1,164,260060,98103558,0.533544206150451,"higher"
"sheriff",2,429,260059,98103293,0.530945291493457,"higher"
"centralisation",1,165,260060,98103557,0.526717682979098,"higher"
"grating",1,165,260060,98103557,0.526717682979098,"higher"
"mathematician",1,165,260060,98103557,0.526717682979098,"higher"
"rumbling",1,165,260060,98103557,0.526717682979098,"higher"
"stratosphere",1,165,260060,98103557,0.526717682979098,"higher"
"port",12,3645,260049,98100077,0.523251858978805,"higher"
"circus",2,431,260059,98103291,0.522973227230713,"higher"
"levelling",1,166,260060,98103556,0.519964136978037,"higher"
"selector",1,166,260060,98103556,0.519964136978037,"higher"
"window",29,9539,260032,98094183,0.519005305932482,"higher"
"quilt",1,167,260060,98103555,0.513282693805533,"higher"
"socialisation",1,167,260060,98103555,0.513282693805533,"higher"
"stagnation",1,167,260060,98103555,0.513282693805533,"higher"
"vibration",2,434,260059,98103288,0.51117552986571,"higher"
"presenter",2,435,260059,98103287,0.507285387267065,"higher"
"pairing",1,168,260060,98103554,0.506672625148072,"higher"
"spontaneity",1,168,260060,98103554,0.506672625148072,"higher"
"liquidation",2,436,260059,98103286,0.503416286945953,"higher"
"hue",1,169,260060,98103553,0.50013295676967,"higher"
"kingship",1,169,260060,98103553,0.50013295676967,"higher"
"duchy",2,437,260059,98103285,0.499568132766714,"higher"
"contour",1,170,260060,98103552,0.493662903416543,"higher"
"stalemate",1,170,260060,98103552,0.493662903416543,"higher"
"take-up",1,170,260060,98103552,0.493662903416543,"higher"
"conformity",2,440,260059,98103282,0.488148438548755,"higher"
"guru",1,171,260060,98103551,0.487261694317004,"higher"
"masking",1,171,260060,98103551,0.487261694317004,"higher"
"secondment",1,171,260060,98103551,0.487261694317004,"higher"
"theatre",12,3674,260049,98100048,0.486918207551511,"higher"
"quantum",3,735,260058,98102987,0.484931954120909,"higher"
"phosphorylation",1,172,260060,98103550,0.480928442547603,"higher"
"seething",1,172,260060,98103550,0.480928442547603,"higher"
"mattress",2,442,260059,98103280,0.480638276531083,"higher"
"clapping",1,173,260060,98103549,0.474662405354462,"higher"
"zest",1,173,260060,98103549,0.474662405354462,"higher"
"cruise",3,740,260058,98102982,0.470809955285634,"higher"
"browse",1,174,260060,98103548,0.4684628102024,"higher"
"crook",1,174,260060,98103548,0.4684628102024,"higher"
"hamper",1,174,260060,98103548,0.4684628102024,"higher"
"loathing",1,174,260060,98103548,0.4684628102024,"higher"
"nightdress",1,174,260060,98103548,0.4684628102024,"higher"
"referent",1,174,260060,98103548,0.4684628102024,"higher"
"swelling",2,446,260059,98103276,0.465861814048803,"higher"
"maturing",1,175,260060,98103547,0.462328941252234,"higher"
"dew",1,176,260060,98103546,0.456259965081587,"higher"
"rhythm",5,1375,260056,98102347,0.449522866535794,"higher"
