"Word","a","b","c","d","GStat","Frequency"
"slap",2,451,260059,98103271,0.447841023857261,"higher"
"junction",5,1376,260056,98102346,0.447560673425311,"higher"
"brim",1,178,260060,98103544,0.444313898844265,"higher"
"longevity",1,178,260060,98103544,0.444313898844265,"higher"
"mime",1,179,260060,98103543,0.438435421777595,"higher"
"brooch",1,180,260060,98103542,0.432618931898934,"higher"
"lessee",1,180,260060,98103542,0.432618931898934,"higher"
"permanence",1,180,260060,98103542,0.432618931898934,"higher"
"places",1,180,260060,98103542,0.432618931898934,"higher"
"resale",1,180,260060,98103542,0.432618931898934,"higher"
"scaling",1,180,260060,98103542,0.432618931898934,"higher"
"scout",1,180,260060,98103542,0.432618931898934,"higher"
"tribute",5,1386,260056,98102336,0.428226976417412,"higher"
"bruise",1,182,260060,98103540,0.42116957357419,"higher"
"stubble",1,182,260060,98103540,0.42116957357419,"higher"
"blunder",1,183,260060,98103539,0.415535279898009,"higher"
"blunder",1,183,260060,98103539,0.415535279898009,"higher"
"bracelet",1,183,260060,98103539,0.415535279898009,"higher"
"magma",1,183,260060,98103539,0.415535279898009,"higher"
"uniform",8,2383,260053,98101339,0.411957239430395,"higher"
"battering",1,184,260060,98103538,0.409960383804505,"higher"
"summing",1,184,260060,98103538,0.409960383804505,"higher"
"dialectic",1,185,260060,98103537,0.404444243092257,"higher"
"tack",2,465,260059,98103257,0.399953138918326,"higher"
"physician",2,466,260059,98103256,0.396673359159576,"higher"
"decentralisation",1,187,260060,98103535,0.393585754542233,"higher"
"phoneme",1,187,260060,98103535,0.393585754542233,"higher"
"rumble",1,187,260060,98103535,0.393585754542233,"higher"
"v8",1,187,260060,98103535,0.393585754542233,"higher"
"roundabout",2,467,260059,98103255,0.393411920889878,"higher"
"baton",1,188,260060,98103534,0.388242129756912,"higher"
"spiralling",1,188,260060,98103534,0.388242129756912,"higher"
"tearful",1,188,260060,98103534,0.388242129756912,"higher"
"beard",3,773,260058,98102949,0.384280409869151,"higher"
"hurricane",2,471,260059,98103251,0.380548023351865,"higher"
"maryland",1,190,260060,98103532,0.377723195994086,"higher"
"twitching",1,190,260060,98103532,0.377723195994086,"higher"
"vigil",1,190,260060,98103532,0.377723195994086,"higher"
"claret",1,191,260060,98103531,0.372546667670061,"higher"
"closet",1,191,260060,98103531,0.372546667670061,"higher"
"gully",1,191,260060,98103531,0.372546667670061,"higher"
"herbal",1,191,260060,98103531,0.372546667670061,"higher"
"comma",1,192,260060,98103530,0.367424677780762,"higher"
"hinge",1,192,260060,98103530,0.367424677780762,"higher"
"recapture",1,192,260060,98103530,0.367424677780762,"higher"
"transformer",1,192,260060,98103530,0.367424677780762,"higher"
"monkey",2,476,260059,98103246,0.364871583961033,"higher"
"fork",3,782,260058,98102940,0.362612418134998,"higher"
"reproach",1,193,260060,98103529,0.362356661155343,"higher"
"sewer",1,193,260060,98103529,0.362356661155343,"higher"
"co-ordinator",2,477,260059,98103245,0.36178933465525,"higher"
"director-general",1,194,260060,98103528,0.357342061420336,"higher"
"diverting",1,194,260060,98103528,0.357342061420336,"higher"
"stall",3,785,260058,98102937,0.355566597435124,"higher"
"clause",10,3105,260051,98100617,0.354568758620895,"higher"
"backup",1,195,260060,98103527,0.352380330532085,"higher"
"forging",1,195,260060,98103527,0.352380330532085,"higher"
"pixel",1,195,260060,98103527,0.352380330532085,"higher"
"production",43,14797,260018,98088925,0.351266391364775,"higher"
"flipping",1,196,260060,98103526,0.347470929179406,"higher"
"gala",1,196,260060,98103526,0.347470929179406,"higher"
"hawk",1,196,260060,98103526,0.347470929179406,"higher"
"naturalist",1,196,260060,98103526,0.347470929179406,"higher"
"naturalist",1,196,260060,98103526,0.347470929179406,"higher"
"pragmatics",1,197,260060,98103525,0.342613326035513,"higher"
"superstar",1,197,260060,98103525,0.342613326035513,"higher"
"facility",7,2099,260054,98101623,0.341229241015854,"higher"
"strike",16,5199,260045,98098523,0.338313160633945,"higher"
"rector",1,198,260060,98103524,0.337807041447967,"higher"
"compass",2,485,260059,98103237,0.337755470704977,"higher"
"subsection",2,486,260059,98103236,0.334828193217193,"higher"
"tree",17,5555,260044,98098167,0.333562299265522,"higher"
"flanker",1,199,260060,98103523,0.333051472894223,"higher"
"revolver",1,199,260060,98103523,0.333051472894223,"higher"
"saviour",1,199,260060,98103523,0.333051472894223,"higher"
"wheelbarrow",1,199,260060,98103523,0.333051472894223,"higher"
"candidate",12,3817,260049,98099905,0.329114579784673,"higher"
"stink",1,200,260060,98103522,0.32834615639746,"higher"
"novelty",2,489,260059,98103233,0.326147236551431,"higher"
"liberation",3,799,260058,98102923,0.323829749758396,"higher"
"moratorium",1,202,260060,98103520,0.31908428690104,"higher"
"wastage",1,202,260060,98103520,0.31908428690104,"higher"
"mine",17,5578,260044,98098144,0.315070948846477,"higher"
"foetus",1,203,260060,98103519,0.314526799550583,"higher"
"glide",1,203,260060,98103519,0.314526799550583,"higher"
"space-time",1,203,260060,98103519,0.314526799550583,"higher"
"comeback",2,494,260059,98103228,0.312011353663482,"higher"
"housekeeper",2,494,260059,98103228,0.312011353663482,"higher"
"helix",1,204,260060,98103518,0.310017564565985,"higher"
"flip",1,205,260060,98103517,0.305556154272529,"higher"
"sociologist",1,205,260060,98103517,0.305556154272529,"higher"
"throw",10,3151,260051,98100571,0.304471490896763,"higher"
"headteacher",1,206,260060,98103516,0.301142104406051,"higher"
"headteacher",1,206,260060,98103516,0.301142104406051,"higher"
"shrub",1,207,260060,98103515,0.296774957374288,"higher"
"daytime",2,501,260059,98103221,0.292904935357978,"higher"
"defiance",2,501,260059,98103221,0.292904935357978,"higher"
"spirituality",1,208,260060,98103514,0.292454262242483,"higher"
"fossil",3,814,260058,98102908,0.291861109731639,"higher"
"crag",1,209,260060,98103513,0.288179574376397,"higher"
"curate",1,209,260060,98103513,0.288179574376397,"higher"
"pick-up",1,209,260060,98103513,0.288179574376397,"higher"
"songs",1,209,260060,98103513,0.288179574376397,"higher"
"colonel",6,1803,260055,98101919,0.287247425373209,"higher"
"gestation",1,210,260060,98103512,0.283950455665483,"higher"
"grievance",1,210,260060,98103512,0.283950455665483,"higher"
"precipitation",1,210,260060,98103512,0.283950455665483,"higher"
"restart",1,210,260060,98103512,0.283950455665483,"higher"
"xerox",1,210,260060,98103512,0.283950455665483,"higher"
"reality",19,6330,260042,98097392,0.280775756920559,"higher"
"chiefs",1,211,260060,98103511,0.279766474171312,"higher"
"burglary",2,507,260059,98103215,0.2771479643723,"higher"
"storming",1,212,260060,98103510,0.275627247576948,"higher"
"superstition",1,212,260060,98103510,0.275627247576948,"higher"
"fading",2,508,260059,98103214,0.274576369092623,"higher"
"delta",1,213,260060,98103509,0.271532269036067,"higher"
"dwindling",1,213,260060,98103509,0.271532269036067,"higher"
"quarter-final",1,213,260060,98103509,0.271532269036067,"higher"
"salon",1,213,260060,98103509,0.271532269036067,"higher"
"needle",4,1149,260057,98102573,0.271022753726849,"higher"
"tendency",9,2839,260052,98100883,0.270802591304063,"higher"
"dressing-gown",1,214,260060,98103508,0.26748116805713,"higher"
"three-year-old",1,214,260060,98103508,0.26748116805713,"higher"
"banker",2,511,260059,98103211,0.266954109091471,"higher"
"fret",1,215,260060,98103507,0.263473536531067,"higher"
"liturgy",1,215,260060,98103507,0.263473536531067,"higher"
"swine",1,215,260060,98103507,0.263473536531067,"higher"
"tune",5,1487,260056,98102235,0.260828021183071,"higher"
"sweat",4,1156,260057,98102566,0.259579749876143,"higher"
"differential",3,831,260058,98102891,0.258080527947218,"higher"
"salesperson",1,217,260060,98103505,0.25558707741148,"higher"
"dance",11,3548,260050,98100174,0.255571913628257,"higher"
"staging",2,517,260059,98103205,0.252119950456857,"higher"
"disparity",1,218,260060,98103504,0.251707504923066,"higher"
"headland",1,218,260060,98103504,0.251707504923066,"higher"
"sequencing",1,218,260060,98103504,0.251707504923066,"higher"
"bait",2,518,260059,98103204,0.249700113217965,"higher"
"famine",2,520,260059,98103202,0.244904888748038,"higher"
"planner",1,221,260060,98103501,0.240318449765665,"higher"
"priesthood",1,221,260060,98103501,0.240318449765665,"higher"
"detector",2,522,260059,98103200,0.240168653727386,"higher"
"tearing",2,522,260059,98103200,0.240168653727386,"higher"
"script",4,1169,260057,98102553,0.239101405465419,"higher"
"clearance",3,842,260058,98102880,0.237562317452342,"higher"
"coordinator",1,222,260060,98103500,0.236604139071496,"higher"
"friar",1,225,260060,98103497,0.225702210604454,"higher"
"pathogenesis",1,225,260060,98103497,0.225702210604454,"higher"
"user",16,5349,260045,98098373,0.22370970991254,"higher"
"plum",1,226,260060,98103496,0.222147353606243,"higher"
"reclaim",1,226,260060,98103496,0.222147353606243,"higher"
"reprieve",1,226,260060,98103496,0.222147353606243,"higher"
"bewilderment",1,228,260060,98103494,0.215154253725911,"higher"
"boardroom",1,228,260060,98103494,0.215154253725911,"higher"
"statistic",1,228,260060,98103494,0.215154253725911,"higher"
"ninth",3,855,260058,98102867,0.214627157266058,"higher"
"testament",4,1186,260057,98102536,0.213806537759195,"higher"
"biology",3,856,260058,98102866,0.212920732408892,"higher"
"fixation",1,229,260060,98103493,0.211715331423892,"higher"
"patterning",1,229,260060,98103493,0.211715331423892,"higher"
"beach",9,2902,260052,98100820,0.209918615658094,"higher"
"barrow",1,230,260060,98103492,0.208314425383216,"higher"
"euphoria",1,230,260060,98103492,0.208314425383216,"higher"
"chub",1,231,260060,98103491,0.204951119873185,"higher"
"flicking",1,231,260060,98103491,0.204951119873185,"higher"
"thump",1,231,260060,98103491,0.204951119873185,"higher"
"participant",2,539,260059,98103183,0.202228216953358,"higher"
"hissing",1,232,260060,98103490,0.201625133883507,"higher"
"latitude",1,232,260060,98103490,0.201625133883507,"higher"
"minibus",1,232,260060,98103490,0.201625133883507,"higher"
"toad",1,233,260060,98103489,0.198336147073596,"higher"
"uniqueness",1,233,260060,98103489,0.198336147073596,"higher"
"delegate",2,542,260059,98103180,0.195951645715703,"higher"
"debit",1,234,260060,98103488,0.195083799585037,"higher"
"disdain",1,234,260060,98103488,0.195083799585037,"higher"
"flagship",1,235,260060,98103487,0.191867866412514,"higher"
"hearer",1,235,260060,98103487,0.191867866412514,"higher"
"tiger",3,869,260058,98102853,0.191472619882392,"higher"
"moulding",1,236,260060,98103486,0.188688039385541,"higher"
"breast",5,1544,260056,98102178,0.18708862838203,"higher"
"wrap",2,547,260059,98103175,0.185761394550743,"higher"
"blackboard",1,237,260060,98103485,0.185543926928984,"higher"
"containment",1,237,260060,98103485,0.185543926928984,"higher"
"flaw",1,237,260060,98103485,0.185543926928984,"higher"
"roach",1,237,260060,98103485,0.185543926928984,"higher"
"caste",1,238,260060,98103484,0.182435272177015,"higher"
"bronze",4,1209,260057,98102513,0.182183073906348,"higher"
"reed",1,239,260060,98103483,0.179361778411197,"higher"
"sensibility",1,239,260060,98103483,0.179361778411197,"higher"
"thrashing",1,239,260060,98103483,0.179361778411197,"higher"
"utilitarian",1,239,260060,98103483,0.179361778411197,"higher"
"school",101,36519,259960,98067203,0.178596160572202,"higher"
"predator",2,551,260059,98103171,0.17784924577964,"higher"
"paradox",2,552,260059,98103170,0.175904158373102,"higher"
"wallet",2,552,260059,98103170,0.175904158373102,"higher"
"blacksmith",1,242,260060,98103480,0.170349350998764,"higher"
"loom",1,242,260060,98103480,0.170349350998764,"higher"
"shrill",1,242,260060,98103480,0.170349350998764,"higher"
"shuffle",1,242,260060,98103480,0.170349350998764,"higher"
"bordering",1,243,260060,98103479,0.167413607200718,"higher"
"feeder",1,243,260060,98103479,0.167413607200718,"higher"
"ridicule",1,243,260060,98103479,0.167413607200718,"higher"
"rottweiler",1,243,260060,98103479,0.167413607200718,"higher"
"qualification",4,1221,260057,98102501,0.166836595709708,"higher"
"genetics",1,244,260060,98103478,0.164511595277697,"higher"
"grate",1,244,260060,98103478,0.164511595277697,"higher"
"hangover",1,244,260060,98103478,0.164511595277697,"higher"
"scan",2,558,260059,98103164,0.164506590195573,"higher"
"supper",4,1224,260057,98102498,0.163120907042795,"higher"
"flatter",1,245,260060,98103477,0.161643039751522,"higher"
"gardener",2,560,260059,98103162,0.160810287301814,"higher"
"hatch",2,560,260059,98103162,0.160810287301814,"higher"
"picnic",2,561,260059,98103161,0.158981245175366,"higher"
"populist",1,246,260060,98103476,0.158807712241974,"higher"
"dogma",1,247,260060,98103475,0.15600521334829,"higher"
"maxim",1,247,260060,98103475,0.15600521334829,"higher"
"river",19,6537,260042,98097185,0.155813289270696,"higher"
"prop",2,563,260059,98103159,0.155361110101104,"higher"
"backlash",1,248,260060,98103474,0.153235408320007,"higher"
"cardigan",1,248,260060,98103474,0.153235408320007,"higher"
"jigsaw",1,248,260060,98103474,0.153235408320007,"higher"
"modernization",1,248,260060,98103474,0.153235408320007,"higher"
"physicist",1,248,260060,98103474,0.153235408320007,"higher"
"collusion",1,249,260060,98103473,0.150497991280615,"higher"
"procurement",1,249,260060,98103473,0.150497991280615,"higher"
"tavern",1,249,260060,98103473,0.150497991280615,"higher"
"current",38,13451,260023,98090271,0.150310806775436,"higher"
"freezing",3,899,260058,98102823,0.14701980175311,"higher"
"reporter",3,899,260058,98102823,0.14701980175311,"higher"
"demon",1,251,260060,98103471,0.145119288075818,"higher"
"ft-se",1,251,260060,98103471,0.145119288075818,"higher"
"rump",1,251,260060,98103471,0.145119288075818,"higher"
"swap",2,569,260059,98103153,0.144801004449511,"higher"
"businessman",3,901,260058,98102821,0.144298106692486,"higher"
"companionship",1,252,260060,98103470,0.142477492826426,"higher"
"prelude",1,253,260060,98103469,0.139867067646698,"higher"
"prelude",1,253,260060,98103469,0.139867067646698,"higher"
"laser",3,907,260058,98102815,0.136309256954133,"higher"
"bs",1,255,260060,98103467,0.134739342195007,"higher"
"modesty",1,255,260060,98103467,0.134739342195007,"higher"
"sabotage",1,255,260060,98103467,0.134739342195007,"higher"
"vest",1,255,260060,98103467,0.134739342195007,"higher"
"migration",4,1250,260057,98102472,0.132900148996772,"higher"
"splashing",1,256,260060,98103466,0.132221600087546,"higher"
"dip",2,578,260059,98103144,0.129789048432405,"higher"
"sentiment",2,578,260059,98103144,0.129789048432405,"higher"
"clown",1,257,260060,98103465,0.129734213646553,"higher"
"devastation",1,257,260060,98103465,0.129734213646553,"higher"
"stigma",1,258,260060,98103464,0.127276990842807,"higher"
"trainer",3,915,260058,98102807,0.126063942838702,"higher"
"manifesto",2,581,260059,98103141,0.125001341702124,"higher"
"ledger",1,259,260060,98103463,0.124849698637238,"higher"
"dynamic",5,1604,260056,98102118,0.124135917735694,"higher"
"stir",3,917,260058,98102805,0.123574382777337,"higher"
"disposing",1,260,260060,98103462,0.122452063284633,"higher"
"glistening",1,260,260060,98103462,0.122452063284633,"higher"
"hub",1,260,260060,98103462,0.122452063284633,"higher"
"dagger",1,262,260060,98103460,0.117745073218333,"higher"
"mammal",1,262,260060,98103460,0.117745073218333,"higher"
"butler",1,263,260060,98103459,0.115435227479139,"higher"
"sector",24,8444,260037,98095278,0.113655394046593,"higher"
"chew",1,264,260060,98103458,0.113154187278635,"higher"
"mount",3,927,260058,98102795,0.111550770773962,"higher"
"buzzing",1,265,260060,98103457,0.110901735273921,"higher"
"dictator",1,265,260060,98103457,0.110901735273921,"higher"
"refreshment",1,265,260060,98103457,0.110901735273921,"higher"
"withholding",1,266,260060,98103456,0.108677656401073,"higher"
"publisher",3,930,260058,98102792,0.108080096571599,"higher"
"bulletin",2,593,260059,98103129,0.106902568244565,"higher"
"verse",4,1276,260057,98102446,0.106130280365097,"higher"
"bruising",1,268,260060,98103454,0.104313770468908,"higher"
"quivering",1,268,260060,98103454,0.104313770468908,"higher"
"sacking",1,268,260060,98103454,0.104313770468908,"higher"
"freeing",1,269,260060,98103453,0.102173545444746,"higher"
"linkage",1,269,260060,98103453,0.102173545444746,"higher"
"schoolgirl",1,269,260060,98103453,0.102173545444746,"higher"
"terminus",1,269,260060,98103453,0.102173545444746,"higher"
"winter",20,7019,260041,98096703,0.101581320677083,"higher"
"brush",5,1632,260056,98102090,0.099597648458676,"higher"
"tiredness",1,271,260060,98103451,0.0979755471894342,"higher"
