"Token","FreqCommerce","FreqRest","c","d","GStat","Frequency"
"kt-r6","0","1","170641","913460","0.342533355313336","less"
"clumsily","0","1","170641","913460","0.342533355313336","less"
"greencastle","0","1","170641","913460","0.342533355313336","less"
"130kg","0","1","170641","913460","0.342533355313336","less"
"ojocs","0","1","170641","913460","0.342533355313336","less"
"festooned","0","1","170641","913460","0.342533355313336","less"
"mauve","0","1","170641","913460","0.342533355313336","less"
"downtown","0","1","170641","913460","0.342533355313336","less"
"milky","0","1","170641","913460","0.342533355313336","less"
"leuluai","0","1","170641","913460","0.342533355313336","less"
"no1","0","1","170641","913460","0.342533355313336","less"
"emission-monitoring","0","1","170641","913460","0.342533355313336","less"
"'overtrousers","0","1","170641","913460","0.342533355313336","less"
"munnion","0","1","170641","913460","0.342533355313336","less"
"honouring","0","1","170641","913460","0.342533355313336","less"
"barranquilla","0","1","170641","913460","0.342533355313336","less"
"grille","0","1","170641","913460","0.342533355313336","less"
"impersonated","0","1","170641","913460","0.342533355313336","less"
"contented","0","1","170641","913460","0.342533355313336","less"
"12.5","0","1","170641","913460","0.342533355313336","less"
"40-lb","0","1","170641","913460","0.342533355313336","less"
"incorrectly","0","1","170641","913460","0.342533355313336","less"
"fulminate","0","1","170641","913460","0.342533355313336","less"
"mulberry","0","1","170641","913460","0.342533355313336","less"
"announcers","0","1","170641","913460","0.342533355313336","less"
"olapade","0","1","170641","913460","0.342533355313336","less"
"reparations","0","1","170641","913460","0.342533355313336","less"
"1888","0","1","170641","913460","0.342533355313336","less"
"austere","0","1","170641","913460","0.342533355313336","less"
"fernhurst","0","1","170641","913460","0.342533355313336","less"
"abductors","0","1","170641","913460","0.342533355313336","less"
"perrett","0","1","170641","913460","0.342533355313336","less"
"papermill","0","1","170641","913460","0.342533355313336","less"
"agoraphobic","0","1","170641","913460","0.342533355313336","less"
"20.0","0","1","170641","913460","0.342533355313336","less"
"demon","0","1","170641","913460","0.342533355313336","less"
"claybank","0","1","170641","913460","0.342533355313336","less"
"betraying","0","1","170641","913460","0.342533355313336","less"
"bathers","0","1","170641","913460","0.342533355313336","less"
"quintessence","0","1","170641","913460","0.342533355313336","less"
"liggett","0","1","170641","913460","0.342533355313336","less"
"manuals","0","1","170641","913460","0.342533355313336","less"
"mini/mainframe","0","1","170641","913460","0.342533355313336","less"
"malpas","0","1","170641","913460","0.342533355313336","less"
"purveyed","0","1","170641","913460","0.342533355313336","less"
"cupressus","0","1","170641","913460","0.342533355313336","less"
"fattened","0","1","170641","913460","0.342533355313336","less"
"girding","0","1","170641","913460","0.342533355313336","less"
"confetti","0","1","170641","913460","0.342533355313336","less"
"fairisle","0","1","170641","913460","0.342533355313336","less"
"appreciable","0","1","170641","913460","0.342533355313336","less"
"49th-minute","0","1","170641","913460","0.342533355313336","less"
"gabrielle","0","1","170641","913460","0.342533355313336","less"
"achaboun","0","1","170641","913460","0.342533355313336","less"
"jules","0","1","170641","913460","0.342533355313336","less"
"776","0","1","170641","913460","0.342533355313336","less"
"0483","0","1","170641","913460","0.342533355313336","less"
"mia-such","0","1","170641","913460","0.342533355313336","less"
"back-stage","0","1","170641","913460","0.342533355313336","less"
"bulgarka","0","1","170641","913460","0.342533355313336","less"
"recalling","0","1","170641","913460","0.342533355313336","less"
"21–17","0","1","170641","913460","0.342533355313336","less"
"gredley","0","1","170641","913460","0.342533355313336","less"
"4,828","0","1","170641","913460","0.342533355313336","less"
"frolicking","0","1","170641","913460","0.342533355313336","less"
"lateness","0","1","170641","913460","0.342533355313336","less"
"by-product","0","1","170641","913460","0.342533355313336","less"
"d216","0","1","170641","913460","0.342533355313336","less"
"quagmire","0","1","170641","913460","0.342533355313336","less"
"kowloon","0","1","170641","913460","0.342533355313336","less"
"4c","0","1","170641","913460","0.342533355313336","less"
"dirham","0","1","170641","913460","0.342533355313336","less"
"african-based","0","1","170641","913460","0.342533355313336","less"
"banishment","0","1","170641","913460","0.342533355313336","less"
"barnbrack","0","1","170641","913460","0.342533355313336","less"
"distressingly","0","1","170641","913460","0.342533355313336","less"
"220lbs","0","1","170641","913460","0.342533355313336","less"
"kenwright","0","1","170641","913460","0.342533355313336","less"
"nuit","0","1","170641","913460","0.342533355313336","less"
"painlessly","0","1","170641","913460","0.342533355313336","less"
"leasor","0","1","170641","913460","0.342533355313336","less"
"fifth-formers","0","1","170641","913460","0.342533355313336","less"
"ida","0","1","170641","913460","0.342533355313336","less"
"porterage","0","1","170641","913460","0.342533355313336","less"
"briefcase","0","1","170641","913460","0.342533355313336","less"
"phonecards","0","1","170641","913460","0.342533355313336","less"
"ducumentaries","0","1","170641","913460","0.342533355313336","less"
"nuffield","0","1","170641","913460","0.342533355313336","less"
"195kg","0","1","170641","913460","0.342533355313336","less"
"croque","0","1","170641","913460","0.342533355313336","less"
"girdle","0","1","170641","913460","0.342533355313336","less"
"multi-processor","0","1","170641","913460","0.342533355313336","less"
"patio","0","1","170641","913460","0.342533355313336","less"
"brows","0","1","170641","913460","0.342533355313336","less"
"rose-tinted","0","1","170641","913460","0.342533355313336","less"
"creeps","0","1","170641","913460","0.342533355313336","less"
"30-yarder","0","1","170641","913460","0.342533355313336","less"
"bubbled","0","1","170641","913460","0.342533355313336","less"
"fabrication","0","1","170641","913460","0.342533355313336","less"
"goalkeeping","0","1","170641","913460","0.342533355313336","less"
"bequeaths","0","1","170641","913460","0.342533355313336","less"
"o'conor","0","1","170641","913460","0.342533355313336","less"
"braggart","0","1","170641","913460","0.342533355313336","less"
"cauliflower","0","1","170641","913460","0.342533355313336","less"
"ramos","0","1","170641","913460","0.342533355313336","less"
"mucky","0","1","170641","913460","0.342533355313336","less"
"bloodless","0","1","170641","913460","0.342533355313336","less"
"blue-green","0","1","170641","913460","0.342533355313336","less"
"brandywell","0","1","170641","913460","0.342533355313336","less"
"pro-nottingham","0","1","170641","913460","0.342533355313336","less"
"man-hating","0","1","170641","913460","0.342533355313336","less"
"j.b.","0","1","170641","913460","0.342533355313336","less"
"blood-curdling","0","1","170641","913460","0.342533355313336","less"
"quilt","0","1","170641","913460","0.342533355313336","less"
"quantification","0","1","170641","913460","0.342533355313336","less"
"goodall","0","1","170641","913460","0.342533355313336","less"
"runfold","0","1","170641","913460","0.342533355313336","less"
"recitals","0","1","170641","913460","0.342533355313336","less"
"legitimacy","0","1","170641","913460","0.342533355313336","less"
"announcer","0","1","170641","913460","0.342533355313336","less"
"birth-weight","0","1","170641","913460","0.342533355313336","less"
"rumbling","0","1","170641","913460","0.342533355313336","less"
"50-9","0","1","170641","913460","0.342533355313336","less"
"ir£25,000","0","1","170641","913460","0.342533355313336","less"
"collie","0","1","170641","913460","0.342533355313336","less"
"lausanne-based","0","1","170641","913460","0.342533355313336","less"
"baking","0","1","170641","913460","0.342533355313336","less"
"earthbound","0","1","170641","913460","0.342533355313336","less"
"918","0","1","170641","913460","0.342533355313336","less"
"defrocking","0","1","170641","913460","0.342533355313336","less"
"properest","0","1","170641","913460","0.342533355313336","less"
"neuro-physiological","0","1","170641","913460","0.342533355313336","less"
"444","0","1","170641","913460","0.342533355313336","less"
"abdelatif","0","1","170641","913460","0.342533355313336","less"
"605411","0","1","170641","913460","0.342533355313336","less"
"disbanding","0","1","170641","913460","0.342533355313336","less"
"knutsen","0","1","170641","913460","0.342533355313336","less"
"lord-lieutenant","0","1","170641","913460","0.342533355313336","less"
"rusted","0","1","170641","913460","0.342533355313336","less"
"hammock","0","1","170641","913460","0.342533355313336","less"
"low-profile","0","1","170641","913460","0.342533355313336","less"
"71min","0","1","170641","913460","0.342533355313336","less"
"equalledis","0","1","170641","913460","0.342533355313336","less"
"mbes","0","1","170641","913460","0.342533355313336","less"
"carbonell","0","1","170641","913460","0.342533355313336","less"
"enigma","0","1","170641","913460","0.342533355313336","less"
"cantered","0","1","170641","913460","0.342533355313336","less"
"gladys","0","1","170641","913460","0.342533355313336","less"
"quarterback","0","1","170641","913460","0.342533355313336","less"
"bonusprint","0","1","170641","913460","0.342533355313336","less"
"continental-type","0","1","170641","913460","0.342533355313336","less"
"kingswood","0","1","170641","913460","0.342533355313336","less"
"carnmoney","0","1","170641","913460","0.342533355313336","less"
"peugeots","0","1","170641","913460","0.342533355313336","less"
"denman","0","1","170641","913460","0.342533355313336","less"
"markt","0","1","170641","913460","0.342533355313336","less"
"attainers","0","1","170641","913460","0.342533355313336","less"
"rumba","0","1","170641","913460","0.342533355313336","less"
"22-month-old","0","1","170641","913460","0.342533355313336","less"
"grasshopper","0","1","170641","913460","0.342533355313336","less"
"eureka","0","1","170641","913460","0.342533355313336","less"
"286","0","1","170641","913460","0.342533355313336","less"
"haidian","0","1","170641","913460","0.342533355313336","less"
"outsides","0","1","170641","913460","0.342533355313336","less"
"hamer","0","1","170641","913460","0.342533355313336","less"
"migrants","0","1","170641","913460","0.342533355313336","less"
"67-year-old","0","1","170641","913460","0.342533355313336","less"
"budgetary","0","1","170641","913460","0.342533355313336","less"
"plonked","0","1","170641","913460","0.342533355313336","less"
"constructively","0","1","170641","913460","0.342533355313336","less"
"amarjeet","0","1","170641","913460","0.342533355313336","less"
"dissolves","0","1","170641","913460","0.342533355313336","less"
"4.0","0","1","170641","913460","0.342533355313336","less"
"`","0","1","170641","913460","0.342533355313336","less"
"dosage","0","1","170641","913460","0.342533355313336","less"
"1870","0","1","170641","913460","0.342533355313336","less"
"placating","0","1","170641","913460","0.342533355313336","less"
